MMMM_YY,Employee_ID,Age,Gender,City,Education_Level,Department,Income,Date_Of_Joining,LastWorkingDate,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Overtime_Flag,Attrition,Tenure_Months,Age_At_Joining,Rating_Increased,Income_Increased,Grade_Change,Overtime_Ratio,Age_scaled,Income_scaled,Tenure_Months_scaled,Total_Business_Value_scaled
01-05-2021,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,20818,3,0,0,4,42.66666667,0,0,0,1.4,0.432977936,1.181255545,-1.640318276,-0.777829116
01-06-2021,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,-2481,2,1,0,5,42.58333333,0,0,0,1.166666667,0.432977936,1.181255545,-1.568451777,-1.151488994
01-07-2021,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,33161,2,0,0,6,42.5,0,0,0,1,0.432977936,1.181255545,-1.496585279,-0.579877106
01-08-2021,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,21680,2,0,0,7,42.41666667,0,0,0,0.875,0.432977936,1.181255545,-1.42471878,-0.764004711
01-09-2021,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,42164,1,0,0,8,42.33333333,0,0,0,0.777777778,0.432977936,1.181255545,-1.352852282,-0.435490656
01-10-2021,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,45520,1,0,0,9,42.25,0,0,0,0.7,0.432977936,1.181255545,-1.280985784,-0.381668494
01-11-2021,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,14951,1,1,0,10,42.16666667,0,0,0,0.636363636,0.432977936,1.181255545,-1.209119285,-0.871921674
01-12-2021,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,19971,1,0,0,11,42.08333333,0,0,0,0.583333333,0.432977936,1.181255545,-1.137252787,-0.791412957
01-01-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,40312,3,0,0,12,42,1,0,0,0.538461538,0.432977936,1.181255545,-1.065386288,-0.465192279
01-02-2022,10008,43,1,DEL,2,Operations,55703.72842,21-01-2021,,Deputy Manager,1,40442,3,0,0,13,41.91666667,0,0,0,0.5,0.432977936,-0.015944375,-0.99351979,-0.463107391
01-03-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,23384,1,0,0,14,41.83333333,0,1,0,0.466666667,0.432977936,1.181255545,-0.921653291,-0.736676652
01-04-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,56611,2,0,0,15,41.75,1,0,0,0.4375,0.432977936,1.181255545,-0.849786793,-0.203795551
01-05-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,47873,1,0,0,16,41.66666667,0,0,0,0.411764706,0.432977936,1.181255545,-0.777920294,-0.343932038
01-06-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,66592,3,0,0,17,41.58333333,1,0,0,0.388888889,0.432977936,1.181255545,-0.706053796,-0.043724335
01-07-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,44246,2,0,0,18,41.5,0,0,0,0.368421053,0.432977936,1.181255545,-0.634187298,-0.402100388
01-08-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,17647,3,0,0,19,41.41666667,1,0,0,0.35,0.432977936,1.181255545,-0.562320799,-0.828684323
01-09-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,-7600,1,1,0,20,41.33333333,0,0,0,0.333333333,0.432977936,1.181255545,-0.490454301,-1.233585433
01-10-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,-7663,3,0,0,21,41.25,1,0,0,0.318181818,0.432977936,1.181255545,-0.418587802,-1.234595801
01-11-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,38746,2,0,0,22,41.16666667,0,0,0,0.304347826,0.432977936,1.181255545,-0.346721304,-0.490307149
01-12-2022,10008,43,1,DEL,2,Operations,75407,21-01-2021,,Deputy Manager,1,38508,2,1,0,23,41.08333333,0,0,0,0.291666667,0.432977936,1.181255545,-0.274854805,-0.494124096
01-01-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,-10476,3,0,0,31,26.41666667,0,0,0,0.375,-1.002294632,0.590471686,0.300077182,-1.27970955
01-02-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,14546,2,0,0,32,26.33333333,0,0,0,0.363636364,-1.002294632,0.590471686,0.371943681,-0.878416899
01-03-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,48007,3,0,0,33,26.25,1,0,0,0.352941176,-1.002294632,0.590471686,0.443810179,-0.341783001
01-04-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,53669,3,0,0,34,26.16666667,0,0,0,0.342857143,-1.002294632,0.590471686,0.515676678,-0.250978149
01-05-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,63344,1,0,0,35,26.08333333,0,0,0,0.333333333,-1.002294632,0.590471686,0.587543176,-0.095814437
01-06-2021,10009,29,0,AHM,1,Operations,55703.72842,28-06-2018,,Analyst,2,44712,4,1,0,36,26,1,0,0,0.324324324,-1.002294632,-0.015944375,0.659409674,-0.394626869
01-07-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,-3132,4,1,0,37,25.91666667,0,1,0,0.315789474,-1.002294632,0.590471686,0.731276173,-1.161929467
01-08-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,15293,2,1,0,38,25.83333333,0,0,0,0.307692308,-1.002294632,0.590471686,0.803142671,-0.866436817
01-09-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,8997,3,1,0,39,25.75,1,0,0,0.3,-1.002294632,0.590471686,0.87500917,-0.967409502
01-10-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,57410,3,0,0,40,25.66666667,0,0,0,0.292682927,-1.002294632,0.590471686,0.946875668,-0.190981514
01-11-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,35675,3,1,0,41,25.58333333,0,0,0,0.285714286,-1.002294632,0.590471686,1.018742167,-0.539558597
01-12-2021,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,13062,1,1,0,42,25.5,0,0,0,0.279069767,-1.002294632,0.590471686,1.090608665,-0.902216687
01-01-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,45586,3,0,0,43,25.41666667,1,0,0,0.272727273,-1.002294632,0.590471686,1.162475163,-0.380610013
01-02-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,21641,2,1,0,44,25.33333333,0,0,0,0.266666667,-1.002294632,0.590471686,1.234341662,-0.764630177
01-03-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,8582,1,1,0,45,25.25,0,0,0,0.260869565,-1.002294632,0.590471686,1.30620816,-0.974065103
01-04-2022,10009,29,0,AHM,1,Operations,55703.72842,28-06-2018,,Analyst,2,4390,4,1,0,46,25.16666667,1,0,0,0.255319149,-1.002294632,-0.015944375,1.378074659,-1.041294693
01-05-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,50148,2,0,0,47,25.08333333,0,1,0,0.25,-1.002294632,0.590471686,1.449941157,-0.307446514
01-06-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,33694,1,0,0,48,25,0,0,0,0.244897959,-1.002294632,0.590471686,1.521807656,-0.571329069
01-07-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,30249,3,0,0,49,24.91666667,1,0,0,0.24,-1.002294632,0.590471686,1.593674154,-0.626578577
01-08-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,-3371,5,1,0,50,24.83333333,1,0,0,0.235294118,-1.002294632,0.590471686,1.665540653,-1.165762452
01-09-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,26543,3,0,0,51,24.75,0,0,0,0.230769231,-1.002294632,0.590471686,1.737407151,-0.686013896
01-10-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,38826,3,1,0,52,24.66666667,0,0,0,0.226415094,-1.002294632,0.590471686,1.809273649,-0.489024142
01-11-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,34579,2,0,0,53,24.58333333,0,0,0,0.222222222,-1.002294632,0.590471686,1.881140148,-0.557135799
01-12-2022,10009,29,0,AHM,1,Operations,65684,28-06-2018,,Analyst,2,42064,1,1,0,54,24.5,0,0,0,0.218181818,-1.002294632,0.590471686,1.953006646,-0.437094416
01-01-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,69159,3,1,0,-3,48.25,0,0,0,-2,0.945575281,-2.063832757,-2.143383765,-0.002555834
01-02-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,61028,4,0,0,-2,48.16666667,1,0,0,-4,0.945575281,-2.063832757,-2.071517266,-0.132957503
01-03-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,23567,3,0,0,-1,48.08333333,0,0,0,inf,0.945575281,-2.063832757,-1.999650768,-0.733741773
01-04-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,85602,2,0,0,0,48,0,0,0,4,0.945575281,-2.063832757,-1.927784269,0.261150307
01-05-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,42856,4,0,0,1,47.91666667,1,0,0,2,0.945575281,-2.063832757,-1.855917771,-0.424392642
01-06-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,22861,3,0,0,2,47.83333333,0,0,0,1.333333333,0.945575281,-2.063832757,-1.784051273,-0.745064313
01-07-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,69962,4,0,0,3,47.75,1,0,0,1,0.945575281,-2.063832757,-1.712184774,0.010322353
01-08-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,-16219,5,0,0,4,47.66666667,1,0,0,0.8,0.945575281,-2.063832757,-1.640318276,-1.371813447
01-09-2021,10010,48,0,CHN,1,Risk & Compliance,53900.87145,24-04-2021,,Senior Analyst,2,69394,3,0,0,5,47.58333333,0,1,0,0.666666667,0.945575281,-0.125488631,-1.568451777,0.001213
01-10-2021,10010,48,0,CHN,1,Risk & Compliance,53900.87145,24-04-2021,,Senior Analyst,2,23811,3,1,0,6,47.5,0,0,0,0.571428571,0.945575281,-0.125488631,-1.496585279,-0.7298286
01-11-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,71634,4,0,0,7,47.41666667,1,0,0,0.5,0.945575281,-2.063832757,-1.42471878,0.037137208
01-12-2021,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,90663,2,0,0,8,47.33333333,0,0,0,0.444444444,0.945575281,-2.063832757,-1.352852282,0.342316565
01-01-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,54028,3,0,0,9,47.25,1,0,0,0.4,0.945575281,-2.063832757,-1.280985784,-0.245220653
01-02-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,66621,3,0,0,10,47.16666667,0,0,0,0.363636364,0.945575281,-2.063832757,-1.209119285,-0.043259245
01-03-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,50900,2,0,0,11,47.08333333,0,0,0,0.333333333,0.945575281,-2.063832757,-1.137252787,-0.295386244
01-04-2022,10010,48,0,CHN,1,Risk & Compliance,53900.87145,24-04-2021,,Senior Analyst,2,76293,1,0,0,12,47,0,1,0,0.307692308,0.945575281,-0.125488631,-1.065386288,0.111856354
01-05-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,95102,2,0,0,13,46.91666667,1,0,0,0.285714286,0.945575281,-2.063832757,-0.99351979,0.41350744
01-06-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,43649,3,0,0,14,46.83333333,1,0,0,0.266666667,0.945575281,-2.063832757,-0.921653291,-0.411674831
01-07-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,41358,2,1,0,15,46.75,0,0,0,0.25,0.945575281,-2.063832757,-0.849786793,-0.448416956
01-08-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,-24634,4,0,0,16,46.66666667,1,0,0,0.235294118,0.945575281,-2.063832757,-0.777920294,-1.506769791
01-09-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,60140,4,0,0,17,46.58333333,0,0,0,0.222222222,0.945575281,-2.063832757,-0.706053796,-0.147198885
01-10-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,17740,2,0,0,18,46.5,0,0,0,0.210526316,0.945575281,-2.063832757,-0.634187298,-0.827192827
01-11-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,21634,4,0,0,19,46.41666667,1,0,0,0.2,0.945575281,-2.063832757,-0.562320799,-0.76474244
01-12-2022,10010,48,0,CHN,1,Risk & Compliance,22000,24-04-2021,,Senior Analyst,2,84119,2,1,0,20,46.33333333,0,0,0,0.19047619,0.945575281,-2.063832757,-0.490454301,0.237366557
01-01-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,21862,3,0,0,8,40.33333333,0,0,0,0.333333333,0.227938997,0.658646065,-1.352852282,-0.761085869
01-02-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,19227,3,0,0,9,40.25,0,0,0,0.3,0.227938997,0.658646065,-1.280985784,-0.803344926
01-03-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,81841,4,0,0,10,40.16666667,1,0,0,0.272727273,0.227938997,0.658646065,-1.209119285,0.20083292
01-04-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,60849,3,0,0,11,40.08333333,0,0,0,0.25,0.227938997,0.658646065,-1.137252787,-0.135828232
01-05-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,49990,4,0,0,12,40,1,0,0,0.230769231,0.227938997,0.658646065,-1.065386288,-0.309980454
01-06-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,63484,2,1,0,13,39.91666667,0,0,0,0.214285714,0.227938997,0.658646065,-0.99351979,-0.093569174
01-07-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,19557,5,0,0,14,39.83333333,1,0,0,0.2,0.227938997,0.658646065,-0.921653291,-0.798052521
01-08-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,62493,3,0,0,15,39.75,0,0,0,0.1875,0.227938997,0.658646065,-0.849786793,-0.109462429
01-09-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,20530,3,0,0,16,39.66666667,0,0,0,0.176470588,0.227938997,0.658646065,-0.777920294,-0.782447943
01-10-2021,10011,41,0,PUN,1,IT & Digital,59033.88836,14-05-2020,,Analyst,3,-21961,4,0,0,17,39.58333333,1,0,0,0.166666667,0.227938997,0.186401068,-0.706053796,-1.463901305
01-11-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,3531,2,0,0,18,39.5,0,1,0,0.157894737,0.227938997,0.658646065,-0.634187298,-1.055070985
01-12-2021,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,83116,3,1,0,19,39.41666667,1,0,0,0.15,0.227938997,0.658646065,-0.562320799,0.221280851
01-01-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,49927,3,0,0,20,39.33333333,0,0,0,0.142857143,0.227938997,0.658646065,-0.490454301,-0.310990822
01-02-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,17235,3,0,0,21,39.25,0,0,0,0.136363636,0.227938997,0.658646065,-0.418587802,-0.835291811
01-03-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,77413,4,0,0,22,39.16666667,1,0,0,0.130434783,0.227938997,0.658646065,-0.346721304,0.129818458
01-04-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,-25740,2,0,0,23,39.08333333,0,0,0,0.125,0.227938997,0.658646065,-0.274854805,-1.524507369
01-05-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,9736,4,1,0,24,39,1,0,0,0.12,0.227938997,0.658646065,-0.202988307,-0.955557721
01-06-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,45530,2,0,0,25,38.91666667,0,0,0,0.115384615,0.227938997,0.658646065,-0.131121808,-0.381508118
01-07-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,103890,3,0,0,26,38.83333333,1,0,0,0.111111111,0.227938997,0.658646065,-0.05925531,0.554445807
01-08-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,42719,4,0,0,27,38.75,1,0,0,0.107142857,0.227938997,0.658646065,0.012611188,-0.426589792
01-09-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,86900,2,0,0,28,38.66666667,0,0,0,0.103448276,0.227938997,0.658646065,0.084477687,0.281967103
01-10-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,98854,2,0,0,29,38.58333333,0,0,0,0.1,0.227938997,0.658646065,0.156344185,0.473680489
01-11-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,97717,3,0,0,30,38.5,1,0,0,0.096774194,0.227938997,0.658646065,0.228210684,0.455445746
01-12-2022,10011,41,0,PUN,1,IT & Digital,66806,14-05-2020,,Analyst,3,45890,4,0,0,31,38.41666667,1,0,0,0.09375,0.227938997,0.658646065,0.300077182,-0.375734585
01-01-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,39772,3,0,0,34,42.16666667,0,0,0,0.114285714,0.638016874,0.154265029,0.515676678,-0.473852579
01-02-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,52314,3,0,0,35,42.08333333,0,0,0,0.111111111,0.638016874,0.154265029,0.587543176,-0.272709088
01-03-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,45031,3,1,0,36,42,0,0,0,0.108108108,0.638016874,0.154265029,0.659409674,-0.389510877
01-04-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,-13862,3,1,0,37,41.91666667,0,0,0,0.105263158,0.638016874,0.154265029,0.731276173,-1.33401284
01-05-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,20608,3,0,0,38,41.83333333,0,0,0,0.102564103,0.638016874,0.154265029,0.803142671,-0.78119701
01-06-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,-620,2,0,0,39,41.75,0,0,0,0.1,0.638016874,0.154265029,0.87500917,-1.121643034
01-07-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,9336,2,0,0,40,41.66666667,0,0,0,0.097560976,0.638016874,0.154265029,0.946875668,-0.961972758
01-08-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,108597,2,0,0,41,41.58333333,0,0,0,0.095238095,0.638016874,0.154265029,1.018742167,0.629934757
01-09-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,55332,3,0,0,42,41.5,1,0,0,0.093023256,0.638016874,0.154265029,1.090608665,-0.224307632
01-10-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,53931,3,0,0,43,41.41666667,0,0,0,0.090909091,0.638016874,0.154265029,1.162475163,-0.2467763
01-11-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,14141,3,0,0,44,41.33333333,0,0,0,0.088888889,0.638016874,0.154265029,1.234341662,-0.884912124
01-12-2021,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,104215,4,0,0,45,41.25,1,0,0,0.086956522,0.638016874,0.154265029,1.30620816,0.559658025
01-01-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,19279,2,0,0,46,41.16666667,0,0,0,0.085106383,0.638016874,0.154265029,1.378074659,-0.802510971
01-02-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,21063,3,0,0,47,41.08333333,1,0,0,0.083333333,0.638016874,0.154265029,1.449941157,-0.773899906
01-03-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,28151,3,0,0,48,41,0,0,0,0.081632653,0.638016874,0.154265029,1.521807656,-0.660225447
01-04-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,85716,5,0,0,49,40.91666667,1,0,0,0.08,0.638016874,0.154265029,1.593674154,0.262978593
01-05-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,80809,3,1,0,50,40.83333333,0,0,0,0.078431373,0.638016874,0.154265029,1.665540653,0.184282124
01-06-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,33081,4,1,0,51,40.75,1,0,0,0.076923077,0.638016874,0.154265029,1.737407151,-0.581160113
01-07-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,52344,2,0,0,52,40.66666667,0,0,0,0.075471698,0.638016874,0.154265029,1.809273649,-0.27222796
01-08-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,54171,4,0,0,53,40.58333333,1,0,0,0.074074074,0.638016874,0.154265029,1.881140148,-0.242927278
01-09-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,25915,2,0,0,54,40.5,0,0,0,0.072727273,0.638016874,0.154265029,1.953006646,-0.696085504
01-10-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,47730,3,0,0,55,40.41666667,1,0,0,0.071428571,0.638016874,0.154265029,2.024873145,-0.346225414
01-11-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,8420,5,0,0,56,40.33333333,1,0,0,0.070175439,0.638016874,0.154265029,2.096739643,-0.976663193
01-12-2022,10012,45,1,PUN,2,Risk & Compliance,58505,07-03-2018,,Analyst,3,94673,3,0,0,57,40.25,0,0,0,0.068965517,0.638016874,0.154265029,2.168606142,0.406627313
01-01-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,37868,5,1,0,34,30.16666667,0,0,0,0.085714286,-0.592216756,-0.079180573,0.515676678,-0.504388156
01-02-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,67092,3,0,0,35,30.08333333,0,0,0,0.083333333,-0.592216756,-0.079180573,0.587543176,-0.035705539
01-03-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,47034,3,0,0,36,30,0,0,0,0.081081081,-0.592216756,-0.079180573,0.659409674,-0.357387579
01-04-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,-25967,3,0,0,37,29.91666667,0,0,0,0.078947368,-0.592216756,-0.079180573,0.731276173,-1.528147903
01-05-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,53785,3,1,0,38,29.83333333,0,0,0,0.076923077,-0.592216756,-0.079180573,0.803142671,-0.249117788
01-06-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,111405,2,0,0,39,29.75,0,0,0,0.075,-0.592216756,-0.079180573,0.87500917,0.674968318
01-07-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,37907,2,0,0,40,29.66666667,0,0,0,0.073170732,-0.592216756,-0.079180573,0.946875668,-0.50376269
01-08-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,25038,4,0,0,41,29.58333333,1,0,0,0.071428571,-0.592216756,-0.079180573,1.018742167,-0.710150473
01-09-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,45589,2,1,0,42,29.5,0,0,0,0.069767442,-0.592216756,-0.079180573,1.090608665,-0.3805619
01-10-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,56234,3,0,0,43,29.41666667,1,0,0,0.068181818,-0.592216756,-0.079180573,1.162475163,-0.209841723
01-11-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,34034,2,0,0,44,29.33333333,0,0,0,0.066666667,-0.592216756,-0.079180573,1.234341662,-0.565876287
01-12-2021,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,47683,2,0,0,45,29.25,0,0,0,0.065217391,-0.592216756,-0.079180573,1.30620816,-0.346979181
01-01-2022,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,62546,3,0,0,46,29.16666667,1,0,0,0.063829787,-0.592216756,-0.079180573,1.378074659,-0.108612436
01-02-2022,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,81918,1,0,0,47,29.08333333,0,0,0,0.0625,-0.592216756,-0.079180573,1.449941157,0.202067814
01-03-2022,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,91535,3,0,0,48,29,1,0,0,0.06122449,-0.592216756,-0.079180573,1.521807656,0.356301346
01-04-2022,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,83039,3,0,0,49,28.91666667,0,0,0,0.06,-0.592216756,-0.079180573,1.593674154,0.220045956
01-05-2022,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,-25222,3,0,0,50,28.83333333,0,0,0,0.058823529,-0.592216756,-0.079180573,1.665540653,-1.516199896
01-06-2022,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,118173,3,0,0,51,28.75,0,0,0,0.057692308,-0.592216756,-0.079180573,1.737407151,0.783510747
01-07-2022,10013,33,0,HYD,2,HR & Admin,54663,03-03-2018,,Manager,1,67212,4,0,0,52,28.66666667,1,0,0,0.056603774,-0.592216756,-0.079180573,1.809273649,-0.033781028
